KXXRP15M-26AUG011200,Target Price: $1.0632,2026-08-01 11:45:00-04:00,2026-08-01 12:00:00-04:00,1.0625,1.0632,no
KXXRP15M-26AUG011200,Target Price: $1.0632,2026-08-01 11:45:00-04:00,2026-08-01 12:00:00-04:00,1.0625,1.0632,no
KXXRP15M-26AUG011215,Target Price: $1.0625,2026-08-01 12:00:00-04:00,2026-08-01 12:15:00-04:00,1.0621,1.0625,no
KXXRP15M-26AUG011215,Target Price: $1.0625,2026-08-01 12:00:00-04:00,2026-08-01 12:15:00-04:00,1.0621,1.0625,no
KXXRP15M-26AUG011230,Target Price: $1.0621,2026-08-01 12:15:00-04:00,2026-08-01 12:30:00-04:00,1.0626,1.0621,yes
KXXRP15M-26AUG011230,Target Price: $1.0621,2026-08-01 12:15:00-04:00,2026-08-01 12:30:00-04:00,1.0626,1.0621,yes
KXXRP15M-26AUG011245,Target Price: $1.0626,2026-08-01 12:30:00-04:00,2026-08-01 12:45:00-04:00,1.0615,1.0626,no
KXXRP15M-26AUG011245,Target Price: $1.0626,2026-08-01 12:30:00-04:00,2026-08-01 12:45:00-04:00,1.0615,1.0626,no
KXXRP15M-26AUG011300,Target Price: $1.0615,2026-08-01 12:45:00-04:00,2026-08-01 13:00:00-04:00,1.0600,1.0615,no
KXXRP15M-26AUG011300,Target Price: $1.0615,2026-08-01 12:45:00-04:00,2026-08-01 13:00:00-04:00,1.0600,1.0615,no
KXXRP15M-26AUG011315,Target Price: $1.0600,2026-08-01 13:00:00-04:00,2026-08-01 13:15:00-04:00,1.0589,1.06,no
KXXRP15M-26AUG011315,Target Price: $1.0600,2026-08-01 13:00:00-04:00,2026-08-01 13:15:00-04:00,1.0589,1.06,no
KXXRP15M-26AUG011330,Target Price: $1.0589,2026-08-01 13:15:00-04:00,2026-08-01 13:30:00-04:00,1.0582,1.0589,no
KXXRP15M-26AUG011330,Target Price: $1.0589,2026-08-01 13:15:00-04:00,2026-08-01 13:30:00-04:00,1.0582,1.0589,no
KXXRP15M-26AUG011345,Target Price: $1.0582,2026-08-01 13:30:00-04:00,2026-08-01 13:45:00-04:00,1.0590,1.0582,yes
KXXRP15M-26AUG011345,Target Price: $1.0582,2026-08-01 13:30:00-04:00,2026-08-01 13:45:00-04:00,1.0590,1.0582,yes
KXXRP15M-26AUG011400,Target Price: $1.0590,2026-08-01 13:45:00-04:00,2026-08-01 14:00:00-04:00,1.0583,1.059,no
KXXRP15M-26AUG011400,Target Price: $1.0590,2026-08-01 13:45:00-04:00,2026-08-01 14:00:00-04:00,1.0583,1.059,no
KXXRP15M-26AUG011415,Target Price: $1.0583,2026-08-01 14:00:00-04:00,2026-08-01 14:15:00-04:00,1.0583,1.0583,yes
KXXRP15M-26AUG011415,Target Price: $1.0583,2026-08-01 14:00:00-04:00,2026-08-01 14:15:00-04:00,1.0583,1.0583,yes
KXXRP15M-26AUG011430,Target Price: $1.0583,2026-08-01 14:15:00-04:00,2026-08-01 14:30:00-04:00,1.0572,1.0583,no
KXXRP15M-26AUG011430,Target Price: $1.0583,2026-08-01 14:15:00-04:00,2026-08-01 14:30:00-04:00,1.0572,1.0583,no
KXXRP15M-26AUG011445,Target Price: $1.0572,2026-08-01 14:30:00-04:00,2026-08-01 14:45:00-04:00,1.0543,1.0572,no
KXXRP15M-26AUG011445,Target Price: $1.0572,2026-08-01 14:30:00-04:00,2026-08-01 14:45:00-04:00,1.0543,1.0572,no
KXXRP15M-26AUG011500,Target Price: $1.0543,2026-08-01 14:45:00-04:00,2026-08-01 15:00:00-04:00,1.0524,1.0543,no
KXXRP15M-26AUG011500,Target Price: $1.0543,2026-08-01 14:45:00-04:00,2026-08-01 15:00:00-04:00,1.0524,1.0543,no
KXXRP15M-26AUG011515,Target Price: $1.0524,2026-08-01 15:00:00-04:00,2026-08-01 15:15:00-04:00,1.0533,1.0524,yes
KXXRP15M-26AUG011515,Target Price: $1.0524,2026-08-01 15:00:00-04:00,2026-08-01 15:15:00-04:00,1.0533,1.0524,yes
KXXRP15M-26AUG011530,Target Price: $1.0533,2026-08-01 15:15:00-04:00,2026-08-01 15:30:00-04:00,1.0518,1.0533,no
KXXRP15M-26AUG011530,Target Price: $1.0533,2026-08-01 15:15:00-04:00,2026-08-01 15:30:00-04:00,1.0518,1.0533,no
KXXRP15M-26AUG011545,Target Price: $1.0518,2026-08-01 15:30:00-04:00,2026-08-01 15:45:00-04:00,1.0510,1.0518,no
KXXRP15M-26AUG011545,Target Price: $1.0518,2026-08-01 15:30:00-04:00,2026-08-01 15:45:00-04:00,1.0510,1.0518,no
KXXRP15M-26AUG011600,Target Price: $1.0510,2026-08-01 15:45:00-04:00,2026-08-01 16:00:00-04:00,1.0518,1.051,yes
KXXRP15M-26AUG011600,Target Price: $1.0510,2026-08-01 15:45:00-04:00,2026-08-01 16:00:00-04:00,1.0518,1.051,yes
